seed,mean_return,std_return,mean_length,std_length,iter
2,-0.38824740259303553,32.35935917215859,1.001001051153814,7.071067811861922,0
2,-0.6251602911430811,4.688577305187195,1.001001051153814,7.071067811861922,1
2,-0.6843392321211413,5.030272637779662,1.001001051153814,7.071067811861922,2
2,-0.6759449340370298,5.04538445837592,1.001001051153814,7.071067811861922,3
2,-0.6785885358190705,5.133115522040054,1.001001051153814,7.071067811861922,4
