seed,mean_return,std_return,mean_length,std_length,iter
2,0.9302516213470083,30.306278144508074,1.0000520391334284,7.000178417418833,0
2,0.8989124404089681,10.538696222451653,1.0001271051159308,7.000435774250688,1
2,1.032640616352913,9.815728624298375,1.0001040836832813,7.000356848473083,2
2,0.875508070345935,10.282300568345436,1.0000950755850901,7.00068336644414,3
2,1.131186267527157,10.986155141988998,1.0001120910179064,7.000741704962016,4
