seed,mean_return,std_return,mean_length,std_length,iter
1,1.0750893988864636,8.777668333675196,1.0002230608956244,7.000764734886749,0
1,0.8769703504846187,9.319887682341443,1.0000140008960574,7.000048002893609,1
1,0.8830476614008849,7.9388503984492065,1.0000150009750635,7.000051431709483,2
1,0.8834687163030406,9.430652857010486,1.0000160010560697,7.000054860530411,3
