seed,mean_return,std_return,mean_length,std_length,iter
1,1.0317994905250825,25.508786613790086,1.0000070003990227,7.000024001323432,0
1,0.996123825160089,7.111965584662762,1.0000070003990227,7.000024001323432,1
1,1.0042382765997517,7.114323122177441,1.0000080004640268,7.000027430104072,2
1,1.0396364764764918,7.359189708233593,1.0001510303571017,7.002660599053982,3
1,1.0170122108887105,7.2506706303782105,1.000011000671041,7.000037716476172,4
