seed,mean_return,std_return,mean_length,std_length,mean_accuracy,std_accuracy,mean_1_off_accuracy,std_1_off_accuracy,mean_1_mse,std_1_mse,iter
1,-18.473058658852384,2.055319369096093,1.0,0.0,0.07167866420766653,0.25554482699242004,0.28358736391218986,0.44839146637916494,3.7052295913153497,1.963379915496049,0
1,-18.67055078582372,2.2716845484803674,1.0,0.0,0.09327146171693736,0.28772723490911184,0.3361810141392508,0.4698874744686724,3.3407752130522894,2.095178154863992,1
1,-18.77797426401967,2.387523693991111,1.0,0.0,0.08664842247208837,0.27844687436435045,0.2904138655878795,0.4512403526663445,3.2432281552179503,2.274390472337236,2
1,-18.436974136943864,1.9949113404913754,1.0,0.0,0.10304757372042754,0.3008393618299973,0.3667202094116247,0.4788727673578448,3.3148222879629503,2.335497652429193,3
1,-17.557451365339997,1.8951009294126127,1.0,0.0,0.0950597893985365,0.29031457954501394,0.39448589049517124,0.48610508447326356,3.0968593017563033,2.0834892861116545,4
