seed,mean_return,std_return,mean_length,std_length,mean_accuracy,std_accuracy,mean_1_off_accuracy,std_1_off_accuracy,mean_1_mse,std_1_mse,iter
1,-18.58664078432244,0.0825097938425027,1.0,0.0,0.0,0.0,0.0,0.0,4.338194044946077,0.19383647403221316,0
1,-18.57701611589596,0.09616766632365331,1.0,0.0,0.0,0.0,0.0,0.0,3.1387708704724733,0.0785795788442578,1
1,-18.582672620905367,0.10802039413840611,1.0,0.0,0.0,0.0,0.0,0.0,3.136175044374415,0.0789813571923148,2
1,-18.565710033527548,0.1202592494612482,1.0,0.0,0.0,0.0,0.0,0.0,3.1411630339875662,0.07962883612390054,3
1,-17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.157693861160306,0.08200830017239794,4
