seed,mean_return,std_return,mean_length,std_length,mean_accuracy,std_accuracy,mean_1_off_accuracy,std_1_off_accuracy,iter
1,-14.299500007629394,0.013439388977099936,1.0,0.0,0.0,0.0,0.0,0.0,0
1,-16.908764256238936,0.009130766654265564,1.0,0.0,0.0,0.0,0.0,0.0,1
1,-15.925046501159667,0.0038051339230287325,1.0,0.0,0.0,0.0,0.0,0.0,2
